Species,Genus,Family,Life Form,HimLL,HimUL,APLL,APUL,BHLL,BHUL,NPLL,NPUL,UKLL,UKUL,HPLL,HPUL,JKLL,JKUL 
Canthium_parvifolium,Canthium,Rubiaceae,S,100,700,,,,,100,700,,,,,,
Capillipedium_assimile,Capillipedium,Poaceae,H,100,2300,1000,1800,100,2300,600,2100,300,2000,400,1500,400,500
Capillipedium_huegelii,Capillipedium,Poaceae,H,100,2300,,,,,,,300,2300,,,,
Capillipedium_parviflorum,Capillipedium,Poaceae,H,100,2700,,,1000,2600,100,2700,2600,2600,2600,2600,400,1700
Capillipedium_pteropechys,Capillipedium,Poaceae,H,1000,1500,1000,1500,,,,,,,,,,
Capparis_acutifolia,Capparis,Capparaceae,WC,100,1400,100,1300,100,1400,,,,,,,,
Capparis_assamica,Capparis,Capparaceae,S,100,1200,100,1200,100,340,,,,,,,,
Capparis_brevispina,Capparis,Capparaceae,S,100,,,,100,300,,,,,,,,
Capparis_cantoniensis,Capparis,Capparaceae,S,100,1800,,,100,1800,,,,,,,,
Capparis_decidua,Capparis,Capparaceae,S,100,600,,,,,,,NA,NA,400,600,,
Capparis_himalayensis,Capparis,Capparaceae,S,1500,2100,,,,,2100,2100,1500,1800,1500,1800,,
Capparis_multiflora,Capparis,Capparaceae,WC,150,2000,500,1400,150,1800,1500,2000,,,,,,
Capparis_olacifolia,Capparis,Capparaceae,S,100,1500,600,1500,100,1300,100,1500,,,,,,
Capparis_roxburghii,Capparis,Capparaceae,WC,100,1000,100,1000,,,,,,,,,,
Capparis_sepiaria,Capparis,Capparaceae,S,100,1000,,,,,NA,NA,300,1000,400,900,400,800
Capparis_sikkimensis,Capparis,Capparaceae,S,1750,1750,1750,1750,1750,1750,,,,,,,,
Capparis_spinosa,Capparis,Capparaceae,S,100,2945,,,,,100,2400,1219,1524,700,2000,2945,2945
Capparis_tenera,Capparis,Capparaceae,S,100,800,100,800,,,,,,,,,,
Capparis_viminea,Capparis,Capparaceae,WC,100,1300,,,100,1300,,,,,,,,
Capparis_viscosa,Capparis,Capparaceae,S,,,,,,,,,,,,,NA,NA
Capparis_zeylanica,Capparis,Capparaceae,S,100,1000,,,NA,NA,100,150,300,1000,400,1000,,
Capsella_thomsonii,Capsella,Brassicaceae,H,,,,,,,,,NA,NA,,,,
Caragana_beefensis,Caragana,Fabaceae,S,100,,,,,,,,300,400,,,,
Caragana_brevifolia,Caragana,Fabaceae,S,2000,2700,,,,,,,NA,NA,2000,2700,,
Caragana_brevispina,Caragana,Fabaceae,S,1700,3200,,,,,2400,3200,1829,3048,1829,3048,1700,1800
Caragana_campanulata,Caragana,Fabaceae,S,3500,3500,,,,,3500,3500,,,,,,
Caragana_crassispina,Caragana,Fabaceae,S,,,,,,,NA,NA,,,,,,
Caragana_gerardiana,Caragana,Fabaceae,S,2500,4200,,,,,3200,4200,2743,3658,2500,4000,,
Caragana_jubata,Caragana,Fabaceae,S,3300,4000,,,3500,3800,3300,4000,,,,,,
Caragana_limprichtii,Caragana,Fabaceae,S,,,,,,,NA,NA,,,,,,
Caragana_polyacantha,Caragana,Fabaceae,S,,,,,,,NA,NA,NA,NA,NA,NA,,
Caragana_spinifera,Caragana,Fabaceae,S,,,,,NA,NA,,,,,,,,
Caragana_sukiensis,Caragana,Fabaceae,S,2591,3700,,,NA,NA,3000,3700,2591,3500,2591,3500,,
Caragana_versicolor,Caragana,Fabaceae,S,2500,5500,,,,,3600,4600,2500,5500,2500,5500,,
Carallia_brachiata,Carallia,Rhizophoraceae,T,100,1500,100,1500,100,900,100,450,300,609,,,,
Caralluma_staintonii,Caralluma,Apocynaceae,H,1300,2100,,,,,1300,2100,,,,,,
Cardamine_circaeoides,Cardamine,Brassicaceae,H,1500,2400,1500,2000,1500,2400,,,,,,,,
Cardamine_elegantula,Cardamine,Brassicaceae,H,1100,3500,1800,3500,1100,2800,2400,2400,,,,,,
Cardamine_fragariifolia,Cardamine,Brassicaceae,H,1300,2895,1300,2000,2300,2895,,,,,,,,
Cardamine_griffithii,Cardamine,Brassicaceae,H,2000,4000,,,2000,3800,3300,4000,,,,,,
Cardamine_impatiens,Cardamine,Brassicaceae,H,100,4000,1800,2500,1475,3700,1500,4000,1200,2134,400,3000,1700,2400
Cardamine_loxostemonoides,Cardamine,Brassicaceae,H,2900,5500,,,NA,NA,2900,5500,2900,5500,2900,5500,,
Cardamine_macrophylla,Cardamine,Brassicaceae,H,100,4500,1500,2500,100,4100,2500,4500,1829,3048,2100,4000,,
Cardamine_multijuga,Cardamine,Brassicaceae,H,2000,2000,,,2000,2000,,,,,,,,
Cardamine_nepalensis,Cardamine,Brassicaceae,H,2900,3700,,,,,2900,3700,,,,,,
Cardamine_pulchella,Cardamine,Brassicaceae,H,2700,4200,,,4100,4100,2700,4200,,,,,,
Cardamine_scutata,Cardamine,Brassicaceae,H,100,,,,,,,,300,400,,,,
Cardamine_trifoliolata,Cardamine,Brassicaceae,H,1675,4200,,,1675,3100,2700,4200,2700,4200,,,,
Cardamine_violacea,Cardamine,Brassicaceae,H,2500,3600,,,2750,3300,2500,3600,,,,,,
Cardamine_yunnanensis,Cardamine,Brassicaceae,H,2000,3400,,,2440,2700,2000,3400,2000,3400,2000,3400,,
Cardiocrinum_giganteum,Cardiocrinum,Liliaceae,H,1200,3660,1500,3000,1200,3660,1800,3000,2500,3000,1800,3000,,
Cardiopteris_quinqueloba,Cardiopteris,Cardiopteridaceae,WC,100,1300,100,700,100,1300,,,,,,,,
Carduus_edelbergii,Carduus,Asteraceae,H,2700,4000,,,,,2700,4000,2900,3658,,,3000,3000
Carduus_kumaunensis,Carduus,Asteraceae,H,,,,,,,,,NA,NA,,,,
Carduus_onopordioides,Carduus,Asteraceae,H,,,,,,,,,NA,NA,NA,NA,NA,NA
Carex_acutiformis,Carex,Cyperaceae,H,,,,,,,,,NA,NA,,,,
Carex_alopecuroides,Carex,Cyperaceae,H,100,3200,1000,1500,100,2700,1200,3200,1200,3200,,,,
Carex_alta,Carex,Cyperaceae,H,1500,2000,1500,2000,,,,,NA,NA,NA,NA,,
Carex_anomoea,Carex,Cyperaceae,H,2740,3050,,,2740,3050,2740,3050,,,,,,
Carex_atrofusca,Carex,Cyperaceae,H,3810,5600,,,3810,5180,4000,5600,4000,5600,4000,5600,,
Carex_baccans,Carex,Cyperaceae,H,100,2700,100,2000,100,2700,100,2700,,,,,,
Carex_bohemica,Carex,Cyperaceae,H,1300,1500,,,1300,1500,,,,,,,,
Carex_borii,Carex,Cyperaceae,H,,,,,,,,,,,NA,NA,,
Carex_breviculmis,Carex,Cyperaceae,H,100,3200,,,100,3050,3200,3200,3200,3200,400,3000,,
Carex_burttii,Carex,Cyperaceae,H,1070,2200,1070,2200,1070,2200,,,,,,,,
Carex_capillacea,Carex,Cyperaceae,H,1200,1600,1200,1600,,,,,NA,NA,,,,
Carex_cardiolepis,Carex,Cyperaceae,H,1800,3500,,,,,NA,NA,3500,3500,1800,2800,1800,2800
Carex_cespitosa,Carex,Cyperaceae,H,2600,3500,,,,,2600,3500,2600,3500,,,,
Carex_composita,Carex,Cyperaceae,H,1000,2500,1000,2000,1300,2500,,,,,,,,
Carex_condensata,Carex,Cyperaceae,H,210,3350,,,210,3350,210,3350,,,,,,
Carex_continua,Carex,Cyperaceae,H,100,1100,,,100,1100,,,NA,NA,,,,
Carex_courtallensis,Carex,Cyperaceae,H,2000,2500,2000,2500,,,,,,,,,,
Carex_cruciata,Carex,Cyperaceae,H,200,3500,200,1700,400,3400,1500,3400,400,2500,1000,3500,,
Carex_cruenta,Carex,Cyperaceae,H,4000,5600,,,,,4000,5600,4000,5600,4000,5600,4000,5600
Carex_daltonii,Carex,Cyperaceae,H,2440,3350,2440,3350,2440,3350,2440,3350,,,,,,
Carex_decora,Carex,Cyperaceae,H,2400,3660,,,2400,3660,2400,3200,,,,,,
Carex_desponsa,Carex,Cyperaceae,H,100,100,,,100,300,,,300,400,,,,
Carex_diluta,Carex,Cyperaceae,H,2700,3000,,,,,2700,3000,,,,,,
Carex_dimorpholepis,Carex,Cyperaceae,H,100,100,,,,,100,300,300,400,400,400,,
Carex_doniana,Carex,Cyperaceae,H,1200,3200,1530,3050,1530,3050,1200,3200,1200,3200,,,,
Carex_echinata,Carex,Cyperaceae,H,2750,3660,,,2750,3660,,,,,,,,
Carex_eminens,Carex,Cyperaceae,H,,,,,NA,NA,NA,NA,NA,NA,,,,
Carex_fastigiata,Carex,Cyperaceae,H,3520,4000,,,3520,4000,3700,3700,,,,,,
Carex_fedia,Carex,Cyperaceae,H,100,800,NA,NA,,,NA,NA,NA,NA,,,400,800
Carex_filicina,Carex,Cyperaceae,H,100,4000,900,2000,610,3660,1200,4000,900,2500,1500,3500,,
Carex_finitima,Carex,Cyperaceae,H,2000,3000,2000,3000,2000,3000,2000,3000,,,,,,
Carex_foliosa,Carex,Cyperaceae,H,1500,3500,,,2150,3000,2400,3000,2100,2100,1500,3500,1700,1900
Carex_fragilis,Carex,Cyperaceae,H,2740,3350,,,2740,3350,,,,,,,,
Carex_fucata,Carex,Cyperaceae,H,2400,3600,,,2400,3600,2400,3500,,,,,,
Carex_fusiformis,Carex,Cyperaceae,H,2250,3500,,,2250,3500,3170,3400,2500,2800,,,,
Carex_gracilenta,Carex,Cyperaceae,H,3200,4570,,,3200,4570,,,NA,NA,NA,NA,,
Carex_griersonii,Carex,Cyperaceae,H,2290,3350,,,2600,2600,2290,3350,,,,,,
Carex_haematostoma,Carex,Cyperaceae,H,2800,5030,3200,5030,3200,5030,3200,4400,3500,3500,2800,4500,,
Carex_hebecarpa,Carex,Cyperaceae,H,100,3000,100,2000,2200,2200,2200,2200,1500,3000,,,,
Carex_hemineuros,Carex,Cyperaceae,H,3000,3000,,,,,3000,3000,,,,,,
Carex_himalaica,Carex,Cyperaceae,H,4000,4200,,,,,4000,4200,,,,,,
Carex_inanis,Carex,Cyperaceae,H,1500,4270,2000,2500,1500,4270,1800,4100,2000,3800,2000,3800,,
Carex_inclinis,Carex,Cyperaceae,H,2300,3960,,,2300,3960,3400,3400,,,,,,
Carex_indica,Carex,Cyperaceae,H,100,1800,1200,1800,100,900,,,,,,,,
Carex_infuscata,Carex,Cyperaceae,H,3000,4100,,,,,3400,4100,3000,4000,3000,4000,,
Carex_insignis,Carex,Cyperaceae,H,1200,2130,1200,1800,1220,2130,1600,1700,,,,,,
Carex_jackiana,Carex,Cyperaceae,H,2350,2350,,,2350,2350,,,,,,,,
Carex_japonica,Carex,Cyperaceae,H,1200,3200,,,1200,3200,,,,,,,,
Carex_kumaonensis,Carex,Cyperaceae,H,2400,3700,,,,,2400,3700,2400,3700,,,,
Carex_laeta,Carex,Cyperaceae,H,2200,5000,3660,4315,3660,4315,2200,5000,,,,,,
Carex_lehmannii,Carex,Cyperaceae,H,3000,4200,,,3050,4150,3500,4100,3000,4200,,,,
Carex_lenta,Carex,Cyperaceae,H,1000,1800,,,1000,1780,1400,1800,1400,1800,,,,
Carex_ligulata,Carex,Cyperaceae,H,100,3600,,,,,NA,NA,,,1500,3600,,
Carex_longicruris,Carex,Cyperaceae,H,100,2450,,,2000,2450,1800,1800,1800,1800,1800,1800,,
Carex_longipes,Carex,Cyperaceae,H,100,3050,1200,3050,1200,3050,1400,2300,,,,,NA,NA
Carex_melanantha,Carex,Cyperaceae,H,3000,5100,,,,,5100,5100,5100,5100,3000,4000,,
Carex_microglochin,Carex,Cyperaceae,H,3600,4600,,,3600,4100,4100,4600,4100,4600,4100,4600,,
Carex_montis-everesti,Carex,Cyperaceae,H,4570,5700,,,4570,4570,5300,5700,,,,,,
Carex_moorcroftii,Carex,Cyperaceae,H,4270,5430,,,4270,5430,,,,,NA,NA,,
Carex_munda,Carex,Cyperaceae,H,3000,4270,3000,4270,3000,4270,3200,4100,3600,3600,,,,
Carex_munipoorensis,Carex,Cyperaceae,H,,,NA,NA,,,,,,,,,,
Carex_myosurus,Carex,Cyperaceae,H,100,2900,1500,2500,100,2440,800,2900,300,2000,400,2000,,
Carex_nakaoana,Carex,Cyperaceae,H,2900,5000,NA,NA,,,2900,5000,,,,,,
Carex_nandadeviensis,Carex,Cyperaceae,H,,,,,,,,,NA,NA,,,,
Carex_nivalis,Carex,Cyperaceae,H,3000,5500,,,,,3800,4900,3300,5500,3000,4000,3000,4000
Carex_notha,Carex,Cyperaceae,H,2250,3960,,,2250,3960,2250,3960,3000,3500,3000,3500,,
Carex_nubigena,Carex,Cyperaceae,H,100,4270,1000,2700,1200,4270,1500,4000,3800,3800,1500,3500,3200,3200
Carex_obscura,Carex,Cyperaceae,H,1700,4300,,,2500,3500,3000,4300,2500,3600,2700,3500,1700,1800
Carex_obscuriceps,Carex,Cyperaceae,H,2300,3660,,,2300,3660,,,,,,,,
Carex_oedorrhampha,Carex,Cyperaceae,H,700,2000,700,2000,700,2000,,,,,,,,
Carex_oligostachya,Carex,Cyperaceae,H,900,1200,900,1200,900,1200,,,,,,,,
Carex_olivacea,Carex,Cyperaceae,H,1200,3050,1200,3050,1200,3050,,,,,,,,
Carex_orbicularis,Carex,Cyperaceae,H,2300,5270,,,3660,5270,2300,4400,3000,4500,3000,4500,,
Carex_pamirensis,Carex,Cyperaceae,H,,,,,NA,NA,NA,NA,NA,NA,,,,
Carex_parva,Carex,Cyperaceae,H,2800,4780,,,3660,4780,2800,4300,2800,4300,,,,
Carex_parvigluma,Carex,Cyperaceae,H,400,600,400,600,,,,,,,,,,
Carex_phacota,Carex,Cyperaceae,H,100,2000,,,1000,2000,1000,2000,1000,2000,1000,2000,,
Carex_pinguipes,Carex,Cyperaceae,H,,,,,,,,,NA,NA,,,,
Carex_plectobasis,Carex,Cyperaceae,H,3000,4000,,,,,NA,NA,3000,4000,3000,4000,,
Carex_polycephala,Carex,Cyperaceae,H,400,3700,400,600,1520,3700,500,3200,,,,,,
Carex_polyphylla,Carex,Cyperaceae,H,,,,,,,,,,,NA,NA,,
Carex_praeclara,Carex,Cyperaceae,H,4880,5030,4880,5030,4880,5030,,,,,,,,
Carex_praecox,Carex,Cyperaceae,H,400,2700,,,,,,,400,2000,1600,2700,,
Carex_praelonga,Carex,Cyperaceae,H,,,NA,NA,,,,,,,NA,NA,,
Carex_pruinosa,Carex,Cyperaceae,H,1950,2350,,,1950,2350,,,,,,,,
Carex_pseudocyperus,Carex,Cyperaceae,H,,,,,,,,,NA,NA,,,,
Carex_pseudofoetida,Carex,Cyperaceae,H,3050,4780,,,3050,4780,4400,4400,4400,4400,4400,4400,,
Carex_psychrophila,Carex,Cyperaceae,H,1700,3700,,,3350,3660,3200,3700,2500,3500,2500,3500,1700,1800
Carex_pulchra,Carex,Cyperaceae,H,2000,3350,,,2000,3350,3200,3200,,,,,,
Carex_radicalis,Carex,Cyperaceae,H,2900,3480,,,2900,3480,,,,,,,,
Carex_rara,Carex,Cyperaceae,H,1000,3800,1500,1800,1000,3500,2400,3800,,,,,,
Carex_remota,Carex,Cyperaceae,H,1700,3200,,,NA,NA,1700,3200,,,NA,NA,1700,2500
Carex_rhombifructus,Carex,Cyperaceae,H,2000,2700,,,,,2000,2700,,,,,,
Carex_rostrata,Carex,Cyperaceae,H,,,,,,,,,NA,NA,,,,
Carex_rubrobrunnea,Carex,Cyperaceae,H,1200,2000,1200,2000,1680,1680,,,,,,,,
Carex_rufulistolon,Carex,Cyperaceae,H,3100,3100,,,,,3100,3100,,,,,,
Carex_scitula,Carex,Cyperaceae,H,800,1200,800,1200,,,,,,,,,,
Carex_setigera,Carex,Cyperaceae,H,1700,5000,,,2130,3960,2400,3960,3500,5000,2000,3500,1700,2800
Carex_setosa,Carex,Cyperaceae,H,1400,4270,,,1400,4270,3400,3800,1500,3000,1500,3000,,
Carex_speciosa,Carex,Cyperaceae,H,100,3400,1000,1700,100,3400,1220,2200,,,,,,
Carex_stenophylla,Carex,Cyperaceae,H,1700,5400,,,,,,,4200,5400,4200,5400,1700,5400
Carex_stracheyi,Carex,Cyperaceae,H,2100,4500,,,,,2100,3200,3500,4500,,,,
Carex_stramentitia,Carex,Cyperaceae,H,100,2600,100,1300,100,1800,1500,2600,1500,2600,,,,
Carex_supina,Carex,Cyperaceae,H,4900,5700,,,,,4900,5700,4900,5700,,,,
Carex_teres,Carex,Cyperaceae,H,1500,3960,1500,3000,1980,3960,1980,3960,,,,,,
Carex_thomsonii,Carex,Cyperaceae,H,200,1700,200,1700,200,1700,200,1700,300,1700,,,,
Carex_tristis,Carex,Cyperaceae,H,,,,,,,,,,,NA,NA,,
Carex_vesiculosa,Carex,Cyperaceae,H,1000,2300,,,1000,2010,1950,2300,,,,,,
Carex_viridula,Carex,Cyperaceae,H,2290,2800,,,2290,2800,2400,2400,,,,,,
Carex_vulpinaris,Carex,Cyperaceae,H,3500,3500,,,,,,,3500,3500,3500,3500,,
Carex_wallichiana,Carex,Cyperaceae,H,100,2200,,,,,,,300,2200,,,,
Carex_winterbottomii,Carex,Cyperaceae,H,3200,3200,,,,,3200,3200,3200,3200,,,,
Careya_arborea,Careya,Lecythidaceae,T,100,900,100,900,100,900,100,600,300,762,400,900,,
Careya_herbacea,Careya,Lecythidaceae,T,100,300,,,100,300,100,300,300,400,,,,
Carissa_carandas,Carissa,Apocynaceae,S,100,,,,,,100,300,300,400,400,400,,
Carissa_spinarum,Carissa,Apocynaceae,S,100,1800,,,100,1800,100,1800,300,1300,400,1200,400,1500
Carlemannia_congesta,Carlemannia,Carlemanniaceae,H,1200,2290,,,1200,2290,,,,,,,,
Carlemannia_griffithii,Carlemannia,Carlemanniaceae,H,300,1850,300,1850,300,1850,900,1500,,,,,,
Carlemannia_tetragona,Carlemannia,Carlemanniaceae,S,200,900,200,900,,,,,,,,,,
Carpesium_abrotanoides,Carpesium,Asteraceae,H,100,3400,100,1500,2150,3400,1400,2200,300,2286,1500,2000,1600,2700
Carpesium_cernuum,Carpesium,Asteraceae,H,1500,3000,NA,NA,,,,,2134,2134,1500,3000,1700,2500
Carpesium_lipskyi,Carpesium,Asteraceae,H,3500,3700,,,,,3500,3700,,,,,,
Carpesium_nepalense,Carpesium,Asteraceae,H,100,3900,1200,3650,1200,3650,1900,3900,1500,2500,1500,2500,1500,2500
Carpesium_scapiforme,Carpesium,Asteraceae,H,3650,4100,3650,4100,3650,4100,3650,4100,,,,,,
Carpesium_trachelifolium,Carpesium,Asteraceae,H,1500,3500,,,1500,3500,1500,3000,1500,3000,1500,2500,,
Carpinus_faginea,Carpinus,Betulaceae,T,1219,2700,,,2700,2700,1900,2100,1219,2100,1219,2100,1219,1219
Carpinus_viminea,Carpinus,Betulaceae,T,100,3500,100,2600,100,2200,1200,2600,1524,3500,1500,2700,1500,1500
Carthamus_oxyacantha,Carthamus,Asteraceae,H,100,1400,,,,,,,NA,NA,,,400,1400
Carum_diversifolium,Carum,Apiaceae,H,,,,,,,NA,NA,,,,,,
Caryota_urens,Caryota,Arecaceae,T,100,2000,100,2000,100,2000,100,2000,300,2000,,,,
Casearia_esculenta,Casearia,Salicaceae,T,100,1800,100,1800,1400,1400,1800,1800,,,,,,
Casearia_glomerata,Casearia,Salicaceae,T,100,3000,800,1500,600,3000,600,1700,600,1700,600,1700,600,600
Casearia_graveolens,Casearia,Salicaceae,T,100,2000,100,2000,100,2000,100,2000,300,1800,400,1000,400,200
Casearia_kurzii,Casearia,Salicaceae,T,100,1500,600,1200,100,1500,,,,,,,,
Casearia_tomentosa,Casearia,Salicaceae,T,100,2500,,,NA,NA,100,500,300,1000,400,1000,1700,2500
Casearia_vareca,Casearia,Salicaceae,S,100,1500,100,800,100,1500,,,,,NA,NA,400,1500
Cassia_fistula,Cassia,Fabaceae,T,100,1500,100,1400,100,1400,100,1400,300,1500,400,1000,400,1500
Cassine_albens,Cassine,Celastraceae,T,400,900,,,,,,,NA,NA,400,900,,
Cassine_glauca,Cassine,Celastraceae,T,100,1500,,,100,1300,100,800,300,1500,400,1500,400,1500
Cassiope_fastigiata,Cassiope,Ericaceae,S,2800,5000,,,3000,4570,2800,5000,3353,4500,2800,4500,2800,4000
Cassiope_selaginoides,Cassiope,Ericaceae,S,3350,4720,,,3350,4720,3600,4100,,,,,,
Cassytha_filiformis,Cassytha,Lauraceae,T,100,100,,,,,,,300,400,,,,
Castanopsis_argentea,Castanopsis,Fagaceae,T,,,,,NA,NA,,,,,,,,
Castanopsis_armata,Castanopsis,Fagaceae,T,100,1000,600,1000,600,1000,,,,,,,,
Castanopsis_castanicarpa,Castanopsis,Fagaceae,T,,,NA,NA,,,,,,,,,,
Castanopsis_clarkei,Castanopsis,Fagaceae,T,1500,2000,1500,2000,1500,2000,,,,,,,,
Castanopsis_echinocarpa,Castanopsis,Fagaceae,T,500,2300,500,2300,500,2300,500,2300,,,,,,
Castanopsis_hystrix,Castanopsis,Fagaceae,T,100,2500,1000,2500,1000,2500,1000,2500,,,,,,
Castanopsis_indica,Castanopsis,Fagaceae,T,100,2900,100,2000,100,2000,1200,2900,,,,,,
Castanopsis_lanceifolia,Castanopsis,Fagaceae,T,100,2000,100,2000,100,1700,100,300,,,,,,
Castanopsis_purpurella,Castanopsis,Fagaceae,T,100,1500,100,1500,100,1500,100,1500,,,,,,
Castanopsis_tribuloides,Castanopsis,Fagaceae,T,100,2500,100,2000,100,2400,100,2300,914,2500,,,,
Castanopsis_wattii,Castanopsis,Fagaceae,T,900,2700,900,2700,900,2700,,,,,,,,
Casuarina_litorea,Casuarina,Casuarinaceae,T,100,800,,,,,,,300,800,,,,
Catamixis_baccharoides,Catamixis,Asteraceae,H,400,800,,,,,700,700,700,700,400,800,,
Catharanthus_pusillus,Catharanthus,Apocynaceae,H,100,1219,,,,,,,300,1219,400,1200,,
Catunaregam_longispina,Catunaregam,Rubiaceae,T,100,1800,100,1800,100,1800,,,300,1219,,,,
Catunaregam_nutans,Catunaregam,Rubiaceae,S,100,1200,100,1200,,,,,,,,,,
Catunaregam_spinosa,Catunaregam,Rubiaceae,T,100,1500,NA,NA,NA,NA,100,1200,300,1500,400,1500,400,1180
Caulokaempferia_sikkimensis,Caulokaempferia,Zingiberaceae,H,760,1890,,,760,1890,,,,,,,,
Cautleya_gracilis,Cautleya,Zingiberaceae,H,500,3100,500,2500,900,3100,1200,3100,1700,2500,1800,3000,,
Cautleya_spicata,Cautleya,Zingiberaceae,H,1100,3000,2500,3000,1100,2600,1800,2800,2000,2800,1800,2700,,
Cavea_tanguensis,Cavea,Asteraceae,H,3950,5100,,,3950,5100,,,,,,,,
Cayratia_geniculata,Cayratia,Vitaceae,WC,100,1200,,,100,1200,,,,,,,,
Cayratia_japonica,Cayratia,Vitaceae,WC,100,2000,1500,2000,100,1800,1600,1700,,,,,,
Cayratia_pedata,Cayratia,Vitaceae,WC,100,1000,100,1000,100,1000,,,,,,,,
Cayratia_tenuifolia,Cayratia,Vitaceae,WC,100,600,,,,,600,600,,,,,,
Cayratia_thomsonii,Cayratia,Vitaceae,WC,100,2500,100,500,,,1600,2500,,,,,,
Cayratia_trifolia,Cayratia,Vitaceae,WC,100,1500,1200,1500,100,650,100,250,300,1000,400,1000,400,1000
Celastrus_hindsii,Celastrus,Celastraceae,WC,100,1000,100,1000,,,,,,,,,,
Celastrus_hookeri,Celastrus,Celastraceae,WC,1500,3500,1500,1700,2100,3500,2200,2600,,,,,,
Celastrus_membranifolius,Celastrus,Celastraceae,WC,1800,1800,,,,,1800,1800,,,,,,
Celastrus_microcarpus,Celastrus,Celastraceae,WC,,,,,,,NA,NA,,,,,,
Celastrus_monospermus,Celastrus,Celastraceae,WC,600,2400,1000,1800,600,2400,,,,,,,,
Celastrus_stylosus,Celastrus,Celastraceae,WC,100,3000,1600,1800,860,3000,1500,2600,1500,2600,,,,
Celtis_tetrandra,Celtis,Cannabaceae,T,100,3000,700,3000,700,3000,700,2200,300,1829,400,2800,400,2800
Celtis_timorensis,Celtis,Cannabaceae,T,100,1400,100,600,100,600,100,1400,,,,,,
Cenchrus_ciliaris,Cenchrus,Poaceae,H,100,1200,,,,,,,300,1200,400,1000,400,1000
Cenchrus_setiger,Cenchrus,Poaceae,H,100,1000,,,,,,,,,400,1000,400,1000
Centaurium_centaurioides,Centaurium,Gentianaceae,H,400,700,,,,,600,600,600,600,400,700,,
Centella_asiatica,Centella,Apiaceae,H,100,2500,100,1700,100,2100,100,2100,300,2500,400,1600,400,1600
Centipeda_minima,Centipeda,Asteraceae,H,100,1600,100,1500,100,1600,100,1600,300,1350,400,1000,400,1000
Centotheca_lappacea,Centotheca,Poaceae,H,100,1000,100,1000,100,610,100,500,,,,,,
Centranthera_grandiflora,Centranthera,Orobanchaceae,H,200,2135,200,500,300,2135,300,2135,,,,,,
Centranthera_indica,Centranthera,Orobanchaceae,H,100,1500,100,1500,,,,,,,,,,
Centranthera_nepalensis,Centranthera,Orobanchaceae,H,200,1800,500,1500,200,1800,200,1800,300,1800,400,1800,400,800
Centrostachys_aquatica,Centrostachys,Amaranthaceae,H,100,200,100,300,,,100,300,,,,,,
Cephalanthera_damasonium,Cephalanthera,Orchidaceae,H,1500,1700,1500,1700,1500,1700,,,,,,,,
Cephalanthera_longifolia,Cephalanthera,Orchidaceae,H,1200,3500,1400,1800,2250,3100,1200,3200,1500,3500,1800,3000,1800,3000
Cephalantheropsis_longipes,Cephalantheropsis,Orchidaceae,H,1000,2000,1500,2000,1000,2000,,,,,,,,
Cephalantheropsis_obcordata,Cephalantheropsis,Orchidaceae,H,1500,2000,1500,2000,,,,,,,,,,
Cephalanthus_tetrandra,Cephalanthus,Rubiaceae,T,100,1200,600,1200,600,900,,,,,,,,
Cephalostachyum_capitatum,Cephalostachyum,Poaceae,S,600,2000,600,2000,600,2000,,,,,,,,
Cephalostachyum_latifolium,Cephalostachyum,Poaceae,H,1200,2200,1600,2200,1200,2000,1200,2000,,,,,,
Cephalostachyum_mannii,Cephalostachyum,Poaceae,H,300,1600,300,1600,,,,,,,,,,
Cephalostachyum_pallidum,Cephalostachyum,Poaceae,H,500,1500,500,1500,,,,,,,,,,
Cephalostachyum_pergracile,Cephalostachyum,Poaceae,H,1500,2000,1500,2000,,,,,,,,,,
Cerastium_cerastoides,Cerastium,Caryophyllaceae,H,2000,4500,2000,4500,,,,,2400,3000,2500,3500,2600,3700
Cerastium_davuricum,Cerastium,Caryophyllaceae,H,2500,3600,,,,,,,NA,NA,2500,3600,2900,3400
Cerastium_thomsonii,Cerastium,Caryophyllaceae,H,3048,3048,,,,,NA,NA,3048,3048,3048,3048,3048,3048
Ceratocephala_falcata,Ceratocephala,Ranunculaceae,H,,,,,,,,,,,,,NA,NA
Ceratocephala_testiculata,Ceratocephala,Ranunculaceae,H,,,,,,,,,,,,,NA,NA
Ceratophyllum_demersum,Ceratophyllum,Ceratophyllaceae,H,100,1700,100,1700,,,,,NA,NA,NA,NA,400,1700
Ceratosanthes_palmata,Ceratosanthes,Cucurbitaceae,H,213,1829,,,,,,,300,1829,,,,
Ceratostigma_griffithii,Ceratostigma,Plumbaginaceae,H,2130,2400,,,2130,2400,,,,,,,,
Ceratostigma_ulicinum,Ceratostigma,Plumbaginaceae,S,3500,4000,,,,,3500,4000,,,,,,
Ceratostylis_himalaica,Ceratostylis,Orchidaceae,H,100,1900,1000,1500,1500,1900,600,600,,,,,,
Ceratostylis_subulata,Ceratostylis,Orchidaceae,H,500,1000,500,1000,500,700,,,,,,,,
Ceriscoides_campanulata,Ceriscoides,Rubiaceae,S,100,285,100,300,100,300,,,,,,,,
Ceriscoides_turgida,Ceriscoides,Rubiaceae,T,100,1200,1000,1200,1000,1200,,,300,609,,,,
Ceropegia_attenuata,Ceropegia,Apocynaceae,H,100,,100,300,,,,,,,,,,
Ceropegia_bhutanica,Ceropegia,Apocynaceae,HC,,,,,NA,NA,,,,,,,,
